7896181902553##DISGREN                                      300MCG CX 20 CAP##37,92 
7891317485801##DUOMO HP                                     2+5MG CX 30 CAP##69,72 
7896422510431##DUOTRAT                                      0,5+1MG/G CREME DERM BG 30##14,41 
7896422510462##DUOTRAT                                      0,5+1MG/G POM DERM BG 30##14,96 
7896026304917##DUOVENT N                                    0,02+0,05MG+50+50MCL SOL AER 10ML+BOCAL##10,28 
7896255767149##DUPHALAC                                     667MG/ML XPE FR X 200ML##26,72 
7896253902337##DUPHALAC                                     667MG/ML XPE FR X 200ML##25,45 
7896255766319##DUPHASTON                                    10MG CX 14 COMP REV##18,55 
7896255766333##DUPHASTON                                    10MG CX 28 COMP REV##37,22 
7897572000056##DURATESTON                                   250MG SOL INJ 1AMP X 1ML##7,14 
7896212421190##DUROGESIC D-TRANS                            16,8MG CX 5 ENV ADES MATRICIAL##753,14 
7896212421152##DUROGESIC D-TRANS                            2,1MG CX 5 ENV ADES MATRICIAL##124,67 
7896212421169##DUROGESIC D-TRANS                            4,2MG CX 5 ENV ADES MATRICIAL##232,78 
7896212421176##DUROGESIC D-TRANS                            8,4MG CX 5 ENV ADES MATRICIAL##434,67 
7896255766852##DUSPATALIN                                   200MG CX 2BL X 15 CAP##93,66 
7898148301331##DUXIDINA                                     10MG/ML SOL TOP FR 30ML##6,89 
7898148301355##DUXIDINA                                     10MG/ML SOL TOP SPRAY FR 45ML##13,03 
7899547514612##DUXIDINA (DIGLICONATO DE CLOREXIDINA)        10 MG/ML SOL TOP CT FR PLAS OPC X 30 ML##6,96 
7899547514636##DUXIDINA (DIGLICONATO DE CLOREXIDINA)        10 MG/ML SOL TOP FR SPR X 45 ML##17,54 
7898148290949##DUZIMICIN                                    500MG CX 12 CAP##16,47 
7898148290956##DUZIMICIN                                    500MG CX 300 CAP EMB HOSP##126,42 
7898148290932##DUZIMICIN                                    50MG PO SUS OR CX 50 FR X 150ML HOSP##456,45 
7898148290925##DUZIMICIN                                    50MG/ML PO SUS OR FR 150ML##19,25 
7898148290963##DUZIMICIN                                    50MG/ML SUS OR CX 50FR X 60ML EMB HOSP##161,14 
7896323910064##DYSPNE-INHAL                                 SOL 6ML CX 180UND##13,53 
7898932171102##DYSPORT                                      300U PO LIOF INJ 1FA##1.697,45 
7898932171119##DYSPORT                                      300U PO LIOF INJ 2FA##848,72 
7898932171010##DYSPORT                                      500UI PO LIOF INJ 1FA##1.411,01 
7894916206891##E-TABS                                       1000UI FR 30 CAP##41,08 
7894916206907##E-TABS                                       400UI FR 30 CAP##17,84 
7897460400050##EACA BALSAMICO                               XPE FR X 100ML##25,71 
7891317005351##EBASTEL                                      10MG CX 10 COMP##30,37 
7896070005303##EBASTEL                                      D CX 5 CAP##23,71 
7891317000547##EBASTEL                                      XPE FR 60ML##31,16 
5702157141401##EBIX                                         10MG  CX 7 COMP##14,76 
5702157127153##EBIX                                         10MG CX  56 COMP##112,59 
5702157141005##EBIX                                         10MG CX 14 COMP##29,54 
5702157127054##EBIX                                         10MG CX 28 COMP##59,10 
5702150142351##EBIX                                         20MG CX 10 COMP##45,63 
5702150142368##EBIX                                         20MG CX 30 COMP##136,90 
7891268111798##ECALTA                                       100MG CX 1AMP+DIL##343,28 
7896112416463##ECASIL-81                                    81MG CX 90 COMP REV##23,07 
8902220106208##ECATOR                                       10MG CX 30 CAP##30,88 
8902220105652##ECATOR                                       2,5MG CX 30 CAP##24,66 
8902220105669##ECATOR                                       5MG CX 30 CAP##28,07 
8902220111301##ECATOR ANLO                                  2,5+5MG CX 30 COMP##26,92 
8902220111325##ECATOR ANLO                                  5+5MG CX 30 COMP##26,92 
8902220106215##ECATOR H                                     5+25MG CX 30 COMP##30,46 
7896180300237##ECOFILM                                      5MG SOL OFT FR GTS 15ML##32,34 
7896180300275##ECOFILM                                      5MG SOL OFT FR GTS 5ML##10,76 
7896006216308##ECOS                                         3MG/ML XPE FR 120ML##13,79 
7896676402056##EFEDRIN                                      50MG CX 100AMP X 1ML EMB HOSP##763,73 
7891045014359##EFEXOR  XR                                   XR 150MG CT X 7 CAP##68,33 
7891045005999##EFEXOR  XR                                   XR 150MG CX 14 CAP##136,64 
7891045013635##EFEXOR  XR                                   XR 150MG CX 30 CAP##292,80 
7891045011181##EFEXOR  XR                                   XR 37,5MG CX 14 CAP##41,17 
7891045013611##EFEXOR  XR                                   XR 37,5MG CX 30 CAP##88,21 
7891045008839##EFEXOR  XR                                   XR 37,5MG CX 7 CAP##20,57 
7891045005982##EFEXOR  XR                                   XR 75MG CX 14 CAP##96,34 
7891045013628##EFEXOR  XR                                   XR 75MG CX 30 CAP##206,43 
7891045004312##EFEXOR  XR                                   XR 75MG CX 7 CAP##48,19 
7897411601475##EFFIENT                                      10MG CX 14 COMP REV##85,13 
7897411601482##EFFIENT                                      10MG CX 30 COMP REV##182,43 
7897411601451##EFFIENT                                      5MG CX 14 COMP REV##85,13 
7896422525541##EFICENTUS                                    10MG CX 30 COMP REV##38,35 
7896422525626##EFICENTUS                                    20MG CX 30 COMP REV##74,57 
7896026302340##EFORTIL                                      10MG SOL INJ 5 AMP X 1ML##4,71 
7896026300421##EFORTIL                                      5MG CX 20 COMP##2,51 
7896026300414##EFORTIL                                      7,50MG SOL ORAL FR 20ML##3,67 
7896014688098##EFRINALIN                                    1MG SOL INJ CX 100 AMP X 1ML##48,82 
7898168009125##EFURIX                                       50MG/G CREME BG 15##10,38 
7896094207547##EGIDE                                        100MG CX 60 COMP REV##146,18 
7896094207486##EGIDE                                        25MG CX 30 COMP REV##17,49 
7896094207493##EGIDE                                        25MG CX 60 COMP REV##34,99 
7896094207523##EGIDE                                        50MG CX 60 COMP REV##69,44 
7896658020599##EKSON                                        200+50MG CX 10 COMP##13,56 
7896658020605##EKSON                                        200+50MG CX 30 COMP##40,66 
7896112427049##ELAMAX                                       2+1MG CX 21 COMP REV##15,68 
7896094207516##ELANI 28                                     3+0,03MG CX 28 COMP REV##38,58 
7896094203044##ELANI 28                                     3+0,03MG CX 3BL X 28 COMP REV##105,18 
7896094202900##ELANI CICLO                                  3+0,03MG CX 21 COMP REV##28,91 
7896094203051##ELANI CICLO                                  3+0,03MG CX 3BL X 21 COMP REV##78,83 
7898924769010##ELAPRASE                                     2MG/ML SOL INJ FA X 3ML##6.900,63 
0000000000000##ELASTO                                       GEL MASCARA X 125##191,71 
7898216360970##ELCODRIX                                     500+65MG CX 120 COMP##87,79 
7898216360963##ELCODRIX                                     500MG CX 12 COMP REV##9,63 
7896290400612##ELEMENT                                      ADU 50 AMP X 2ML##7,36 
7896290400629##ELEMENT                                      PED 20 AMP X 4ML##9,56 
7896261006430##ELIDEL                                       1% CREME BG 15##109,17 
7896261006447##ELIDEL                                       1% CREME BG 30##196,48 
7896261006447##ELIDEL                                       10MG/G CREM BG 30##196,47 
7896261006430##ELIDEL                                       10MG/G CREME 15##109,16 
7892953000687##ELIGARD                                      22,5MG SUS INJ SER B+AGU+SER A+2 DESSEC##1.493,65 
7892953000823##ELIGARD                                      45MG SUS INJ+AGU+BL+EMB+2DESS##2.987,30 
7892953000670##ELIGARD                                      7,5MG PO SUS INJ+SERB+AGU+SERAEMB+2DESSEC##650,19 
7896016807381##ELIQUIS                                      2,5MG CX 10 COMP##29,61 
7896016807398##ELIQUIS                                      2,5MG CX 20 COMP##59,23 
7896016807404##ELIQUIS                                      2,5MG CX 60 COMP##177,70 
7896016807794##ELIQUIS                                      5MG CX 20 COMP##59,23 
7896016807800##ELIQUIS                                      5MG CX 60 COMP##177,70 
7896023701433##ELIXIR PAREGORICO                            CX 24FR X 30ML##361,30 
7896004737423##ELO                                          3+0,03MG CX 21 COMP REV##30,95 
7891142144058##ELOCOM                                       1MG CREME DERM BG 20##33,50 
7891142144072##ELOCOM                                       1MG POM DERM 20##33,50 
7897572004597##ELONVA                                       100MCG SOL INJ X 1 SER 0,5ML##961,05 
7897572004603##ELONVA                                       150MCG SOL ING X 1 SER 0,5ML##1.313,30 
7898109240136##ELOTIN                                       SOL OTO FR GTS 5ML##5,75 
7897595903785##ELOXATIN                                     5MG/ML SOL INJ FA X 10ML##1.890,03 
7897595903792##ELOXATIN                                     5MG/ML SOL INJ FA X 20ML##3.780,22 
7898216367580##ELPRAZOL                                     20 MG X  FR 56 CAP##32,23 
7898216362769##ELPRAZOL                                     20MG CX 56 CAP##32,23 
7898216360871##ELPRAZOL                                     20MG FR 28 CAP##20,12 
7898216360833##ELPRAZOL                                     40MG CX 7 CAP##25,32 
7898906376601##ELSPAR                                       10MUI PO LIOF INJ FA X 10ML##88,69 
7896548162590##EMADINE                                      0,5 MG/ML SOL OFT FR GTS 5ML##24,98 
7891317445935##EMAMA                                        400MG CX 30 CAP GEL MOLE##20,63 
7898216360901##EMEBRID                                      100MG CX 400 COMP EM##108,31 
7897337708227##EMEND                                        150MG PO LIOF INJ X 10 ML##221,69 
7897337701563##EMEND                                        125+80MG CX 1+2 CAP##482,09 
7891317467081##EMET                                         25+5MG/ML SOL ORAL FR GTS 20ML##6,98 
7891317469061##EMET                                         50+10MG CX 12 COMP REV##4,58 
7891317469108##EMET - FRACIONADO                            50+10MG CX 60 COMP REV##22,85 
7896004714295##EMISTIN                                      CREME 20##20,13 
7896004801902##EMISTIN                                      CX 20 COMP##23,83 
7896206401283##EMLA                                         25+25MG CREM DERM CX 5BG X 5##55,48 
7896206401276##EMLA                                         25+25MG CREM DERM CX BG 5##13,22 
7703281009412##EMOLIN NEO                                   FR 240ML##78,09 
7891010019013##EMPLASTRO SABIA                              0,025G CX 60ENV DE 10,5 X16,5CM##131,31 
7896004704135##EMSCORT                                      CREME BG 30##17,22 
7896004727806##EMSEXPECTOR                                  XPE FR 120ML##13,02 
7898909980409##EMTAZ                                        1G PO LIOF INJ FA X 50ML##670,22 
7898909980393##EMTAZ                                        200MG PO LIOF INJ FA X 10ML##133,86 
7896015516062##EMULSAO SCOTT                                FR 200ML REGULAR##6,44 
7896015519650##EMULSAO SCOTT                                FR 200ML SB CEREJA##6,44 
7896015516024##EMULSAO SCOTT                                FR 200ML SB LARANJA##6,44 
7896015516048##EMULSAO SCOTT                                FR 200ML SB MORANGO##6,44 
7896015516079##EMULSAO SCOTT                                FR 400ML REGULAR##12,68 
7896015516031##EMULSAO SCOTT                                FR 400ML SB LARANJA##12,68 
7896015516055##EMULSAO SCOTT                                FR 400ML SB MORANGO##12,68 
7896261009141##ENABLEX                                      15MG CX 14 COMP REV##81,83 
7896261009158##ENABLEX                                      15MG CX 28 COMP REV##163,67 
7896261009066##ENABLEX                                      7,5MG CX 14 COMP REV##81,83 
7896261009073##ENABLEX                                      7,5MG CX 28 COMP REV##163,67 
