7896023792113##OLEO DE LINHACA                              FR 30 COMP##23,72 
7896004747576##OXALATO ESCITALOPRAM                         15MG 2BL X 15 COMP REV##89,96 
7896094207394##OXALIBBS                                     100MG PO LIOF INJ FA##3.340,97 
7896094207332##OXALIBBS                                     50MG PO LIOF INJ FA##1.682,33 
7895197210027##OXALIMEIZ                                    100MG PO LIOF INJ FA##3.180,86 
7895197210010##OXALIMEIZ                                    50MG PO LIOF INJ FA##1.625,45 
7891317486730##OXALIPLATINA                                 100MG PO LIOF SOL INJ CX 10FA EMB HOSP##22.353,75 
7891317409944##OXALIPLATINA                                 100MG PO LIOF SOL INJ CX 1FA X 1##2.235,37 
7891317409951##OXALIPLATINA                                 50+500MG PO LIOF SOL INJ CX 1FA##1.117,64 
7891317486723##OXALIPLATINA                                 50MG PO LIOF SOL INJ CX 10FA EMB HOSP##11.176,42 
7897473202078##OXALIPLATINA                                 50MG SOL INJ FAX 50ML##2.067,44 
7897473202061##OXALIPLATINA                                 50MG SOL PO INJ FA X 50ML##1.033,67 
7896014686506##OXANON                                       500MG PO INJ CX 100FA##243,89 
7896014686469##OXANON                                       500MG PO INJ CX 50 FA VD 50 AMP 3ML EMB HOSP##155,69 
7896014686483##OXANON                                       500MG PO INJ CX 50 FA VD 50 AMP PLAS X 5ML##121,95 
7896014686490##OXANON                                       500MG PO INJ CX 50 FA VD INC##120,72 
7896006232803##OXCARB                                       300MG CX 20 COMP REV##19,54 
7896006210870##OXCARB                                       300MG CX 60 COMP REV##58,67 
7896006270300##OXCARB                                       6% SUS OR FR 100ML##30,90 
7896006232834##OXCARB                                       600MG CX 20 COMP REV##36,59 
7896006211648##OXCARB                                       600MG CX 60 COMP REV##118,18 
7898910350925##OXCARBAZEPINA                                300MG CX 30 COMP REV##23,10 
7898910350932##OXCARBAZEPINA                                600MG CX 30 COMP REV##44,43 
7897076911810##OXCARBAZEPINA                                300MG CX 20 COMP##18,27 
7897076911827##OXCARBAZEPINA                                300MG CX 30 COMP##27,40 
7897076906038##OXCARBAZEPINA                                300MG CX 60 COMP##54,32 
7897076911841##OXCARBAZEPINA                                600MG CX 20 COMP##35,31 
7897076906090##OXCARBAZEPINA                                600MG CX 30 COMP##53,21 
7897076911278##OXCARBAZEPINA                                600MG CX 60 COMP##106,20 
7896422511896##OXCARBAZEPINA                                300MG CX 20 COMP##20,72 
7896422511902##OXCARBAZEPINA                                300MG CX 30 COMP##31,10 
7896422511933##OXCARBAZEPINA                                600MG CX 20 COMP##39,86 
7896422511940##OXCARBAZEPINA                                600MG CX 30 COMP##59,83 
7896181914525##OXCORD                                       10MG CX 30 COMP##11,25 
7896181914549##OXCORD                                       20MG CX 20 COMP##12,25 
7896181902997##OXCORD                                       20MG CX 30 COMP RET##21,40 
7896181904939##OXCORD                                       20MG CX 60 COMP RET##39,41 
7891158029127##OXEPA RTH                                    SF-500ML##600,00 
7891158026102##OXICARE RTH                                  SF-1000ML##455,40 
7896112118398##OXIFRIN                                      0,50MG/ML SOL NAS FR 30ML ADU##11,76 
7896181906216##OXIGEN                                       0,2MG INJ FA X 50ML##79,25 
7896181904519##OXIGEN                                       30MG CX 30 COMP REV##71,37 
7896181905707##OXIGEN                                       30MG CX 60 COMP##86,35 
7896181905028##OXIGEN                                       40MG SOL ORAL FR GTS 25ML##73,22 
7891142115768##OXIMAX                                       200MCG PO INAL CX 30 CAP (REFIL)##24,63 
7891142115744##OXIMAX                                       200MCG PO INAL CX 30 CAP+INAL##30,83 
7891142115799##OXIMAX                                       400MCG PO INAL CX 30 CAP (REFIL)##38,04 
7891142115775##OXIMAX                                       400MCG PO INAL CX 30 CAP+INAL##48,35 
7896180300169##OXINEST                                      4MG SOL OFT FR 10ML##14,00 
7898168006414##OXIPELLE                                     10MG/G CREME BG 20##23,32 
7898168005967##OXIPELLE                                     10MG/ML SOL FR 20ML##24,05 
7896006272113##OXITON                                       5UI CX 50AMP X 1ML##61,93 
7898168006445##OXSORALEN                                    10MG FR 30 CAP##65,45 
7892953127162##OXYCONTIN                                    10MG FR 12 COMP REV##70,68 
7892953121047##OXYCONTIN                                    10MG FR 30 COMP REV##176,87 
7892953127179##OXYCONTIN                                    20MG FR 12 COMP REV##126,78 
7892953121092##OXYCONTIN                                    20MG FR 30 COMP REV##317,02 
7892953127186##OXYCONTIN                                    40MG FR 12 COMP REV##215,74 
7892953121146##OXYCONTIN                                    40MG FR 30 COMP REV##539,39 
7898158693228##OXYDERME                                     100MUI+200MG POM BG 60##25,78 
7890282800305##OZONYL                                       XPE EXPECT FR 100ML##11,45 
7890282800114##OZONYL ADULTO                                SOL INJ 100AMP X 2,5ML##443,11 
7890282800152##OZONYL ADULTO                                SOL INJ 20AMP X 2,5ML##111,66 
7890282800091##OZONYL AQUOSO                                SOL INJ 10AMP X 4ML##60,44 
7897316805626##OZURDEX                                      0,7MG INTRAVITREA IMPLANTE INJ##2.452,45 
7895197210126##PACLIMEIZ                                    6MG/ML SOL INJ CX 5FA X 16,67ML##8.810,08 
7895197210119##PACLIMEIZ                                    6MG/ML SOL INJ CX 5FA X 5ML##1.762,01 
7895197210102##PACLIMEIZ                                    6MG/ML SOL INJ CX FA X 16,67ML##2.094,89 
7895197210096##PACLIMEIZ                                    6MG/ML SOL INJ CX FA X 5ML##595,54 
7898901921066##PACLIRED                                     100MG CX 1FA X 16,7ML##1.778,92 
7898901921073##PACLIRED                                     250MG CX 1FA X 41,7ML##4.435,03 
7898901921059##PACLIRED                                     30MG CX 1FA X 5,0ML##553,77 
7898901921066##PACLIRED                                     6MG/ML SOL INJ FA X 16,7ML##1.778,92 
7898901921073##PACLIRED                                     6MG/ML SOL INJ FA X 41,7ML##4.435,03 
7898901921059##PACLIRED                                     6MG/ML SOL INJ FA X 5ML##553,77 
7891317462734##PACLITAX                                     6MG/ML SOL INJ CX 10FA X 25ML##21.748,19 
7891317451257##PACLITAX                                     6MG/ML SOL INJ FA X 25ML##2.194,44 
7891317003692##PACLITAX                                     6MG/ML SOL INJ FA X 5ML##441,02 
7898902274390##PACLITAXEL                                   6MG SOL INJ IV FA X 16,7ML##1.443,51 
7898902274413##PACLITAXEL                                   6MG SOL INJ IV FA X 50ML##4.330,59 
7898902274383##PACLITAXEL                                   6MG SOL INJ IV FA X 5ML##433,00 
7896014663903##PACLITAXEL                                   6MG/ML SOL INJ IV CT 1 FA X 16,7 ML##1.494,24 
7896014663866##PACLITAXEL                                   6MG/ML SOL INJ IV CT 1 FA X 5 ML##448,27 
7896014663941##PACLITAXEL                                   6MG/ML SOL INJ IV CT 1 FA X 50 ML##4.101,94 
7896014663927##PACLITAXEL                                   6MG/ML SOL INJ IV CT 10 FA X 16,7 ML##14.942,48 
7896014663880##PACLITAXEL                                   6MG/ML SOL INJ IV CT 10 FA X 5 ML##4.473,79 
7896014663965##PACLITAXEL                                   6MG/ML SOL INJ IV CT 10 FA X 50 ML##41.019,45 
7896014663934##PACLITAXEL                                   6MG/ML SOL INJ IV CT 20 FA X 16,7 ML##29.884,95 
7896014663897##PACLITAXEL                                   6MG/ML SOL INJ IV CT 20 FA X 5 ML##8.965,31 
7896014663972##PACLITAXEL                                   6MG/ML SOL INJ IV CT 20 FA X 50 ML##82.038,88 
7896014663910##PACLITAXEL                                   6MG/ML SOL INJ IV CT 5 FA X 16,7 ML##7.471,24 
7896014663873##PACLITAXEL                                   6MG/ML SOL INJ IV CT 5 FA X 5 ML##2.241,33 
7896014663958##PACLITAXEL                                   6MG/ML SOL INJ IV CT 5 FA X 50 ML##20.509,72 
7897473202665##PACLITAXEL                                   100/6MG SOL INJ FA X 16,7ML##1.045,70 
7897473201965##PACLITAXEL                                   150/6MG SOL INJ FA X 25ML##1.568,60 
7897473201972##PACLITAXEL                                   300/6MG SOL INJ FA X 50ML##3.483,21 
7891317462758##PACLITAXEL                                   6MG/ML SOL INJ 10FA X 16,7ML##14.435,25 
7891317462741##PACLITAXEL                                   6MG/ML SOL INJ 10FA X 5ML##4.330,43 
7891317470579##PACLITAXEL                                   6MG/ML SOL INJ 20FA X 5ML##8.660,87 
7891317470586##PACLITAXEL                                   6MG/ML SOL INJ 20FA X16,7ML##28.870,49 
7891317464905##PACO                                         500 MG + 30 MG COM CT BL AL PLAS INC X 24##25,57 
7891317455606##PACO                                         500+30MG CX 12 COMP##14,08 
7898944146068##PAIN EASE                                    MEDIUM STREAM SPRAY FR 103,5ML (3.5 FL.OZ)##630,00 
7898944146051##PAIN EASE                                    MIST SPRAY FR 103,5ML(3.5 FL.OZ)##630,00 
7896261005921##PAMELOR                                      10MG CX 20 CAP##10,81 
7896261009660##PAMELOR                                      10MG CX 30 CAP##16,24 
7896261002647##PAMELOR                                      25MG CX 20 CAP##16,92 
7896261009677##PAMELOR                                      25MG CX 30 CAP##25,40 
7896261003149##PAMELOR                                      2MG SOL ORAL FR 100ML##21,86 
7896261002654##PAMELOR                                      50MG CX 20 CAP##24,70 
7896261009684##PAMELOR                                      50MG CX 30 CAP##37,05 
7896261002661##PAMELOR                                      75MG CX 20 CAP##33,34 
7896261009691##PAMELOR                                      75MG CX 30 CAP##50,02 
7896676403459##PAMERGAN                                     25MG CX 20BL X 10 COMP EMB HOSP##66,10 
7896676403503##PAMERGAN                                     50MG CX 50AMP X 2ML EMB HOSP##109,69 
7896676411478##PAMIDRON                                     60MG PO LIOF INJ CX 5FA+DIL X 10ML EMB HOSP##3.260,35 
7896676411485##PAMIDRON                                     90MG PO LIOF INJ CX 5FA+DIL X 10ML EMB HOSP##4.989,38 
7891317426460##PAMIDRONATO DISSODICO                        30MG PO LIOF SOL INJ CX 2FA+2AMP+DIL X 10ML##492,99 
7891317426484##PAMIDRONATO DISSODICO                        90MG PO LIOF SOL INJ CX 1FA+1AMP-DIL X 10ML##711,26 
7892953001585##PAMIGEN                                      1G PO LIOF INJ 1FA X 50ML##760,17 
7892953001578##PAMIGEN                                      200MG PO LIOF INJ 1FA X 10ML##153,31 
7898149934767##PAMIGRAF                                     612 MG/ML SOL INJ CT 1 FA VD INC X 100 ML##226,12 
7898149934743##PAMIGRAF                                     612 MG/ML SOL INJ CT 1 FA VD INC X 50 ML##120,46 
7898149934774##PAMIGRAF                                     612 MG/ML SOL INJ CT 10 FA VD INC X 100 ML##2.260,97 
7898149934750##PAMIGRAF                                     612 MG/ML SOL INJ CT 10 FA VD INC X 50 ML##1.204,56 
7898149934804##PAMIGRAF                                     755 MG/ML SOL INJ CT 1 FA VD INC X 100 ML##247,99 
7898149934781##PAMIGRAF                                     755 MG/ML SOL INJ CT 1 FA VD INC X 50 ML##143,11 
7898149934811##PAMIGRAF                                     755 MG/ML SOL INJ CT 10 FA VD INC X 100 ML##2.478,80 
7898149934798##PAMIGRAF                                     755 MG/ML SOL INJ CT 10 FA VD INC X 50 ML##1.431,13 
7898901921301##PAMIRED                                      30MG PO LIOF INJ 2FA##701,12 
7898901921318##PAMIRED                                      60MG PO LIOF INJ FA##696,95 
7896676400281##PANCURON                                     2MG CX 50AMP X 2ML EMB HOSP##375,01 
7897322701455##PANGEST                                      10MG CX 20 CAP##21,54 
7898074617056##PANOTIL                                      10MUI+10+1+40MG SOL OTO FR GTS 8ML##9,30 
7898909980324##PANTASUN                                     40MG/ML PO LIOF INJ FA X 10ML##64,98 
7898909980317##PANTASUN                                     40MG/ML PO LIOF INJ X FA##63,61 
7896212468898##PANTELMIN                                    20MG/ML SUS OR FR 30ML##9,42 
7896212429028##PANTELMIN                                    500MG CX 1 COMP##7,72 
7898902274758##PANTIUM                                      6MG SOL INJ IV FA X 16,7ML##1.776,51 
7898902274772##PANTIUM                                      6MG SOL INJ IV FA X 50ML##5.329,58 
